Duelist,Grade,Card,Weight
"Rex Raptor","B/C/D POW/TEC","Anthrosaurus",36
"Rex Raptor","B/C/D POW/TEC","Drooling Lizard",19
"Rex Raptor","B/C/D POW/TEC","Little D",52
"Rex Raptor","B/C/D POW/TEC","Mechanical Snail",19
"Rex Raptor","B/C/D POW/TEC","Beaked Snake",19
"Rex Raptor","B/C/D POW/TEC","Obese Marmot of Nefariousness",19
"Rex Raptor","B/C/D POW/TEC","Liquid Beast",19
"Rex Raptor","B/C/D POW/TEC","Twin Long Rods #2",19
"Rex Raptor","B/C/D POW/TEC","Eatgaboon",20
"Weevil Underwood","B/C/D POW/TEC","Hitotsu-me Giant",33
"Weevil Underwood","B/C/D POW/TEC","Mushroom Man",33
"Weevil Underwood","B/C/D POW/TEC","Blackland Fire Dragon",33
"Weevil Underwood","B/C/D POW/TEC","Right Arm of the Forbidden One",6
"Weevil Underwood","B/C/D POW/TEC","Horn Imp",33
"Weevil Underwood","B/C/D POW/TEC","Basic Insect",84
"Weevil Underwood","B/C/D POW/TEC","Killer Needle",120
"Weevil Underwood","B/C/D POW/TEC","Grappler",33
"Weevil Underwood","B/C/D POW/TEC","Uraby",33
"Weevil Underwood","B/C/D POW/TEC","Goddess with the Third Eye",33
"Weevil Underwood","B/C/D POW/TEC","Kamion Wizard",33
"Weevil Underwood","B/C/D POW/TEC","Nightmare Scorpion",33
"Weevil Underwood","B/C/D POW/TEC","Trial of Nightmares",33
"Weevil Underwood","B/C/D POW/TEC","Sleeping Lion",33
"Weevil Underwood","B/C/D POW/TEC","Dark Plant",33
"Weevil Underwood","B/C/D POW/TEC","Spiked Snail",26
"Weevil Underwood","B/C/D POW/TEC","Firegrass",26
"Weevil Underwood","B/C/D POW/TEC","Man Eater",26
"Weevil Underwood","B/C/D POW/TEC","Lord of Zemia",26
"Weevil Underwood","B/C/D POW/TEC","Mysterious Puppeteer",26
"Weevil Underwood","B/C/D POW/TEC","Big Eye",26
"Weevil Underwood","B/C/D POW/TEC","Arlownay",26
"Weevil Underwood","B/C/D POW/TEC","Fiend Refrection #2",26
"Weevil Underwood","B/C/D POW/TEC","Turtle Tiger",26
"Weevil Underwood","B/C/D POW/TEC","Terra the Terrible",26
"Weevil Underwood","B/C/D POW/TEC","Arma Knight",26
"Weevil Underwood","B/C/D POW/TEC","Frenzied Panda",26
"Weevil Underwood","B/C/D POW/TEC","Winged Cleaver",26
"Weevil Underwood","B/C/D POW/TEC","Masked Sorcerer",26
"Weevil Underwood","B/C/D POW/TEC","Kumootoko",26
"Weevil Underwood","B/C/D POW/TEC","Fiend Sword",26
"Weevil Underwood","B/C/D POW/TEC","Dark Titan of Terror",26
"Weevil Underwood","B/C/D POW/TEC","Guardian of the Labyrinth",26
"Weevil Underwood","B/C/D POW/TEC","Master & Expert",26
"Weevil Underwood","B/C/D POW/TEC","Prevent Rat",26
"Weevil Underwood","B/C/D POW/TEC","Dimensional Warrior",26
"Weevil Underwood","B/C/D POW/TEC","Ancient Sorcerer",26
"Weevil Underwood","B/C/D POW/TEC","Mavelus",26
"Weevil Underwood","B/C/D POW/TEC","Ancient Tree of Enlightenment",26
"Weevil Underwood","B/C/D POW/TEC","Green Phantom King",26
"Weevil Underwood","B/C/D POW/TEC","Protector of the Throne",26
"Weevil Underwood","B/C/D POW/TEC","Fireyarou",26
"Weevil Underwood","B/C/D POW/TEC","Masaki the Legendary Swordsman",26
"Weevil Underwood","B/C/D POW/TEC","Forest",30
"Weevil Underwood","B/C/D POW/TEC","Jirai Gumo",2
"Weevil Underwood","B/C/D POW/TEC","Leghul",26
"Weevil Underwood","B/C/D POW/TEC","Yaiba Robo",26
"Weevil Underwood","B/C/D POW/TEC","Tripwire Beast",26
"Weevil Underwood","B/C/D POW/TEC","Ganigumo",26
"Weevil Underwood","B/C/D POW/TEC","Alinsection",26
"Weevil Underwood","B/C/D POW/TEC","Insect Soldiers of the Sky",26
"Weevil Underwood","B/C/D POW/TEC","Cockroach Knight",26
"Weevil Underwood","B/C/D POW/TEC","Korogashi",26
"Weevil Underwood","B/C/D POW/TEC","Rainbow Flower",26
"Weevil Underwood","B/C/D POW/TEC","Wilmee",26
"Weevil Underwood","B/C/D POW/TEC","Man-eater Bug",26
"Weevil Underwood","B/C/D POW/TEC","Gale Dogra",26
"Weevil Underwood","B/C/D POW/TEC","Laughing Flower",26
"Weevil Underwood","B/C/D POW/TEC","Brave Scizzar",26
"Weevil Underwood","B/C/D POW/TEC","Minar",26
"Weevil Underwood","B/C/D POW/TEC","Griggle",26
"Weevil Underwood","B/C/D POW/TEC","Winged Dragon #2",26
"Weevil Underwood","B/C/D POW/TEC","Darkworld Thorns",26
"Weevil Underwood","B/C/D POW/TEC","Giant Scorpion of the Tundra",26
"Weevil Underwood","B/C/D POW/TEC","Abyss Flower",26
"Weevil Underwood","B/C/D POW/TEC","Tentacle Plant",26
"Weevil Underwood","B/C/D POW/TEC","Shining Friendship",26
"Weevil Underwood","B/C/D POW/TEC","Bladefly",26
"Weevil Underwood","B/C/D POW/TEC","Snakeyashi",42
"Weevil Underwood","B/C/D POW/TEC","Disk Magician",26
"Weevil Underwood","B/C/D POW/TEC","Bear Trap",16
"Mai Valentine","B/C/D POW/TEC","Feral Imp",40
"Mai Valentine","B/C/D POW/TEC","Tyhone",120
"Mai Valentine","B/C/D POW/TEC","Left Arm of the Forbidden One",10
"Mai Valentine","B/C/D POW/TEC","Battle Ox",40
"Mai Valentine","B/C/D POW/TEC","Beaver Warrior",40
"Mai Valentine","B/C/D POW/TEC","Koumori Dragon",40
"Mai Valentine","B/C/D POW/TEC","The Snake Hair",40
"Mai Valentine","B/C/D POW/TEC","Celtic Guardian",40
"Mai Valentine","B/C/D POW/TEC","Karbonala Warrior",40
"Mai Valentine","B/C/D POW/TEC","Rogue Doll",40
"Mai Valentine","B/C/D POW/TEC","Griffore",40
"Mai Valentine","B/C/D POW/TEC","Big Insect",40
"Mai Valentine","B/C/D POW/TEC","Gokibore",40
"Mai Valentine","B/C/D POW/TEC","Giant Flea",40
"Mai Valentine","B/C/D POW/TEC","Fiend Kraken",40
"Mai Valentine","B/C/D POW/TEC","Jellyfish",40
"Mai Valentine","B/C/D POW/TEC","Crass Clown",40
"Mai Valentine","B/C/D POW/TEC","Faith Bird",120
"Mai Valentine","B/C/D POW/TEC","Witty Phantom",40
"Mai Valentine","B/C/D POW/TEC","Lord of the Lamp",40
"Mai Valentine","B/C/D POW/TEC","Darkfire Dragon",40
"Mai Valentine","B/C/D POW/TEC","Fiend Refrection #2",80
"Mai Valentine","B/C/D POW/TEC","Droll Bird",80
"Mai Valentine","B/C/D POW/TEC","Rare Fish",40
"Mai Valentine","B/C/D POW/TEC","Mavelus",80
"Mai Valentine","B/C/D POW/TEC","Kurama",80
"Mai Valentine","B/C/D POW/TEC","Elf's Light",26
"Mai Valentine","B/C/D POW/TEC","Silver Bow and Arrow",26
"Mai Valentine","B/C/D POW/TEC","Electro-whip",60
"Mai Valentine","B/C/D POW/TEC","Mountain",60
"Mai Valentine","B/C/D POW/TEC","Giga-tech Wolf",40
"Mai Valentine","B/C/D POW/TEC","Mechanicalchacer",40
"Mai Valentine","B/C/D POW/TEC","Blocker",40
"Mai Valentine","B/C/D POW/TEC","Skull Red Bird",120
"Mai Valentine","B/C/D POW/TEC","Bean Soldier",40
"Mai Valentine","B/C/D POW/TEC","Cannon Soldier",40
"Mai Valentine","B/C/D POW/TEC","Niwatori",80
"Mai Valentine","B/C/D POW/TEC","Winged Dragon #2",80
"Mai Valentine","B/C/D POW/TEC","Pale Beast",40
"Mai Valentine","B/C/D POW/TEC","Invisible Wire",26
"Bandit Keith","B/C/D POW/TEC","Shadow Specter",40
"Bandit Keith","B/C/D POW/TEC","Right Arm of the Forbidden One",12
"Bandit Keith","B/C/D POW/TEC","Skull Servant",40
"Bandit Keith","B/C/D POW/TEC","Zombie Warrior",40
"Bandit Keith","B/C/D POW/TEC","The Snake Hair",108
"Bandit Keith","B/C/D POW/TEC","Crass Clown",40
"Bandit Keith","B/C/D POW/TEC","Armored Zombie",108
"Bandit Keith","B/C/D POW/TEC","Dragon Zombie",108
"Bandit Keith","B/C/D POW/TEC","Clown Zombie",108
"Bandit Keith","B/C/D POW/TEC","Graveyard and the Hand of Invitation",40
"Bandit Keith","B/C/D POW/TEC","The 13th Grave",40
"Bandit Keith","B/C/D POW/TEC","Fiend's Hand",40
"Bandit Keith","B/C/D POW/TEC","Blue-eyed Silver Zombie",40
"Bandit Keith","B/C/D POW/TEC","Fire Reaper",40
"Bandit Keith","B/C/D POW/TEC","Mech Mole Zombie",40
"Bandit Keith","B/C/D POW/TEC","Phantom Ghost",40
"Bandit Keith","B/C/D POW/TEC","Flame Ghost",40
"Bandit Keith","B/C/D POW/TEC","Wood Remains",40
"Bandit Keith","B/C/D POW/TEC","Ground Attacker Bugroth",8
"Bandit Keith","B/C/D POW/TEC","Holograh",40
"Bandit Keith","B/C/D POW/TEC","Cyber Soldier of Darkworld",8
"Bandit Keith","B/C/D POW/TEC","Mystical Moon",64
"Bandit Keith","B/C/D POW/TEC","Machine Conversion Factory",30
"Bandit Keith","B/C/D POW/TEC","Wasteland",64
"Bandit Keith","B/C/D POW/TEC","Yami",64
"Bandit Keith","B/C/D POW/TEC","Yaiba Robo",40
"Bandit Keith","B/C/D POW/TEC","Mechanical Spider",40
"Bandit Keith","B/C/D POW/TEC","Bat",40
"Bandit Keith","B/C/D POW/TEC","Giga-tech Wolf",40
"Bandit Keith","B/C/D POW/TEC","Shovel Crusher",40
"Bandit Keith","B/C/D POW/TEC","Mechanicalchacer",40
"Bandit Keith","B/C/D POW/TEC","Blocker",40
"Bandit Keith","B/C/D POW/TEC","Blast Juggler",40
"Bandit Keith","B/C/D POW/TEC","Golgoil",8
"Bandit Keith","B/C/D POW/TEC","Cyber-Stein",40
"Bandit Keith","B/C/D POW/TEC","Cyber Commander",40
"Bandit Keith","B/C/D POW/TEC","Jinzo #7",40
"Bandit Keith","B/C/D POW/TEC","Morinphen",8
"Bandit Keith","B/C/D POW/TEC","Cannon Soldier",36
"Bandit Keith","B/C/D POW/TEC","Brave Scizzar",36
"Bandit Keith","B/C/D POW/TEC","Dharma Cannon",36
"Bandit Keith","B/C/D POW/TEC","Bone Mouse",36
"Bandit Keith","B/C/D POW/TEC","The Wandering Doomed",36
"Bandit Keith","B/C/D POW/TEC","Mechanical Snail",36
"Bandit Keith","B/C/D POW/TEC","Hunter Spider",8
"Bandit Keith","B/C/D POW/TEC","Disk Magician",36
"Bandit Keith","B/C/D POW/TEC","Metalmorph",60
"Bandit Keith","B/C/D POW/TEC","Invisible Wire",30
"Shadi","B/C/D POW/TEC","Ryu-kishin",12
"Shadi","B/C/D POW/TEC","Mushroom Man",12
"Shadi","B/C/D POW/TEC","Left Arm of the Forbidden One",8
"Shadi","B/C/D POW/TEC","Mountain Warrior",12
"Shadi","B/C/D POW/TEC","Oscillo Hero #2",12
"Shadi","B/C/D POW/TEC","Sangan",12
"Shadi","B/C/D POW/TEC","Basic Insect",12
"Shadi","B/C/D POW/TEC","Armored Zombie",12
"Shadi","B/C/D POW/TEC","Dragon Zombie",12
"Shadi","B/C/D POW/TEC","Clown Zombie",12
"Shadi","B/C/D POW/TEC","Wings of Wicked Flame",12
"Shadi","B/C/D POW/TEC","Kageningen",12
"Shadi","B/C/D POW/TEC","Graveyard and the Hand of Invitation",12
"Shadi","B/C/D POW/TEC","Yamatano Dragon Scroll",12
"Shadi","B/C/D POW/TEC","Nemuriko",12
"Shadi","B/C/D POW/TEC","Mystical Capture Chain",12
"Shadi","B/C/D POW/TEC","Fiend's Hand",12
"Shadi","B/C/D POW/TEC","Blue-eyed Silver Zombie",12
"Shadi","B/C/D POW/TEC","Djinn the Watcher of the Wind",12
"Shadi","B/C/D POW/TEC","The Bewitching Phantom Thief",12
"Shadi","B/C/D POW/TEC","Monster Egg",12
"Shadi","B/C/D POW/TEC","The Shadow Who Controls the Dark",12
"Shadi","B/C/D POW/TEC","The Melting Red Shadow",44
"Shadi","B/C/D POW/TEC","Fire Reaper",12
"Shadi","B/C/D POW/TEC","Hard Armor",12
"Shadi","B/C/D POW/TEC","Firegrass",12
"Shadi","B/C/D POW/TEC","Man Eater",12
"Shadi","B/C/D POW/TEC","Dig Beak",12
"Shadi","B/C/D POW/TEC","M-warrior #1",12
"Shadi","B/C/D POW/TEC","M-warrior #2",12
"Shadi","B/C/D POW/TEC","Dark Prisoner",12
"Shadi","B/C/D POW/TEC","Fire Eye",12
"Shadi","B/C/D POW/TEC","Monsturtle",24
"Shadi","B/C/D POW/TEC","Phantom Dewan",12
"Shadi","B/C/D POW/TEC","Masked Clown",12
"Shadi","B/C/D POW/TEC","Lucky Trinket",12
"Shadi","B/C/D POW/TEC","Genin",12
"Shadi","B/C/D POW/TEC","Gate Deeg",12
"Shadi","B/C/D POW/TEC","Fusionist",12
"Shadi","B/C/D POW/TEC","LALA Li-oon",12
"Shadi","B/C/D POW/TEC","Doron",12
"Shadi","B/C/D POW/TEC","Happy Lover",12
"Shadi","B/C/D POW/TEC","Penguin Knight",20
"Shadi","B/C/D POW/TEC","Petit Dragon",12
"Shadi","B/C/D POW/TEC","Phantom Ghost",12
"Shadi","B/C/D POW/TEC","Dorover",20
"Shadi","B/C/D POW/TEC","Twin Long Rods #1",44
"Shadi","B/C/D POW/TEC","Petit Angel",12
"Shadi","B/C/D POW/TEC","Winged Cleaver",12
"Shadi","B/C/D POW/TEC","Kaminarikozou",12
"Shadi","B/C/D POW/TEC","Meotoko",12
"Shadi","B/C/D POW/TEC","Kagemusha of the Blue Flame",12
"Shadi","B/C/D POW/TEC","Two-mouth Darkruler",12
"Shadi","B/C/D POW/TEC","Midnight Fiend",12
"Shadi","B/C/D POW/TEC","Trap Master",12
"Shadi","B/C/D POW/TEC","Hitodenchak",44
"Shadi","B/C/D POW/TEC","Hourglass of Life",12
"Shadi","B/C/D POW/TEC","Madjinn Gunn",12
"Shadi","B/C/D POW/TEC","Vishwar Randi",12
"Shadi","B/C/D POW/TEC","The Drdek",12
"Shadi","B/C/D POW/TEC","Candle of Fate",12
"Shadi","B/C/D POW/TEC","Water Element",44
"Shadi","B/C/D POW/TEC","Meda Bat",12
"Shadi","B/C/D POW/TEC","Root Water",22
"Shadi","B/C/D POW/TEC","Embryonic Beast",12
"Shadi","B/C/D POW/TEC","Wicked Mirror",12
"Shadi","B/C/D POW/TEC","The Furious Sea King",44
"Shadi","B/C/D POW/TEC","Princess of Tsurugi",12
"Shadi","B/C/D POW/TEC","Unknown Warrior of Fiend",12
"Shadi","B/C/D POW/TEC","Sectarian of Secrets",12
"Shadi","B/C/D POW/TEC","Wetha",28
"Shadi","B/C/D POW/TEC","Megirus Light",12
"Shadi","B/C/D POW/TEC","Gorgon Egg",12
"Shadi","B/C/D POW/TEC","Serpent Marauder",44
"Shadi","B/C/D POW/TEC","Change Slime",20
"Shadi","B/C/D POW/TEC","Psychic Kappa",44
"Shadi","B/C/D POW/TEC","Kurama",12
"Shadi","B/C/D POW/TEC","Beast Fangs",20
"Shadi","B/C/D POW/TEC","Power of Kaishin",20
"Shadi","B/C/D POW/TEC","Umi",44
"Shadi","B/C/D POW/TEC","Zone Eater",20
"Shadi","B/C/D POW/TEC","Ooguchi",22
"Shadi","B/C/D POW/TEC","Cyber-Stein",12
"Shadi","B/C/D POW/TEC","Cyber Commander",12
"Shadi","B/C/D POW/TEC","Waterdragon Fairy",22
"Shadi","B/C/D POW/TEC","White Dolphin",22
"Shadi","B/C/D POW/TEC","Turu-Purun",22
"Shadi","B/C/D POW/TEC","Aqua Snake",22
"Shadi","B/C/D POW/TEC","Kanikabuto",44
"Shadi","B/C/D POW/TEC","Zarigun",44
"Shadi","B/C/D POW/TEC","Sinister Serpent",22
"Shadi","B/C/D POW/TEC","Ganigumo",12
"Shadi","B/C/D POW/TEC","Ameba",22
"Shadi","B/C/D POW/TEC","Needle Ball",12
"Shadi","B/C/D POW/TEC","Hoshiningen",12
"Shadi","B/C/D POW/TEC","Turtle Raccoon",44
"Shadi","B/C/D POW/TEC","Gale Dogra",12
"Shadi","B/C/D POW/TEC","Laughing Flower",12
"Shadi","B/C/D POW/TEC","Star Boy",22
"Shadi","B/C/D POW/TEC","Minar",12
"Shadi","B/C/D POW/TEC","Mechaleon",44
"Shadi","B/C/D POW/TEC","Skelengel",12
"Shadi","B/C/D POW/TEC","Dharma Cannon",12
"Shadi","B/C/D POW/TEC","Frog The Jam",44
"Shadi","B/C/D POW/TEC","The Wandering Doomed",12
"Shadi","B/C/D POW/TEC","Drooling Lizard",22
"Shadi","B/C/D POW/TEC","Beaked Snake",22
"Shadi","B/C/D POW/TEC","Morphing Jar",12
"Shadi","B/C/D POW/TEC","Penguin Soldier",44
"Shadi","B/C/D POW/TEC","Obese Marmot of Nefariousness",12
"Shadi","B/C/D POW/TEC","Liquid Beast",22
"Shadi","B/C/D POW/TEC","Twin Long Rods #2",44
"Shadi","B/C/D POW/TEC","Bladefly",12
"Shadi","B/C/D POW/TEC","Eatgaboon",20
"Yami Bakura","B/C/D POW/TEC","Time Wizard",48
"Yami Bakura","B/C/D POW/TEC","Left Arm of the Forbidden One",6
"Yami Bakura","B/C/D POW/TEC","Saggi the Dark Clown",40
"Yami Bakura","B/C/D POW/TEC","Curtain of the Dark Ones",48
"Yami Bakura","B/C/D POW/TEC","Goddess with the Third Eye",44
"Yami Bakura","B/C/D POW/TEC","White Magical Hat",48
"Yami Bakura","B/C/D POW/TEC","Kamion Wizard",40
"Yami Bakura","B/C/D POW/TEC","LaMoon",10
"Yami Bakura","B/C/D POW/TEC","Nemuriko",48
"Yami Bakura","B/C/D POW/TEC","Weather Control",48
"Yami Bakura","B/C/D POW/TEC","Mystical Capture Chain",48
"Yami Bakura","B/C/D POW/TEC","Flame Manipulator",48
"Yami Bakura","B/C/D POW/TEC","Necrolancer the Timelord",48
"Yami Bakura","B/C/D POW/TEC","Djinn the Watcher of the Wind",48
"Yami Bakura","B/C/D POW/TEC","The Bewitching Phantom Thief",48
"Yami Bakura","B/C/D POW/TEC","Hurricail",48
"Yami Bakura","B/C/D POW/TEC","Phantom Dewan",48
"Yami Bakura","B/C/D POW/TEC","Lucky Trinket",48
"Yami Bakura","B/C/D POW/TEC","Genin",48
"Yami Bakura","B/C/D POW/TEC","Akakieisu",48
"Yami Bakura","B/C/D POW/TEC","Key Mace",48
"Yami Bakura","B/C/D POW/TEC","Happy Lover",48
"Yami Bakura","B/C/D POW/TEC","Petit Angel",48
"Yami Bakura","B/C/D POW/TEC","Dryad",10
"Yami Bakura","B/C/D POW/TEC","Masked Sorcerer",40
"Yami Bakura","B/C/D POW/TEC","Hourglass of Life",48
"Yami Bakura","B/C/D POW/TEC","Angelwitch",48
"Yami Bakura","B/C/D POW/TEC","Ancient Sorcerer",44
"Yami Bakura","B/C/D POW/TEC","Lunar Queen Elzaim",48
"Yami Bakura","B/C/D POW/TEC","Wing Egg Elf",48
"Yami Bakura","B/C/D POW/TEC","Sectarian of Secrets",48
"Yami Bakura","B/C/D POW/TEC","Ray & Temperature",48
"Yami Bakura","B/C/D POW/TEC","Ogre of the Black Shadow",10
"Yami Bakura","B/C/D POW/TEC","Black Pendant",32
"Yami Bakura","B/C/D POW/TEC","Book of Secret Arts",32
"Yami Bakura","B/C/D POW/TEC","Umi",64
"Yami Bakura","B/C/D POW/TEC","Dark-piercing Light",32
"Yami Bakura","B/C/D POW/TEC","Mystic Lamp",48
"Yami Bakura","B/C/D POW/TEC","Dancing Elf",48
"Yami Bakura","B/C/D POW/TEC","Ancient Elf",10
"Yami Bakura","B/C/D POW/TEC","Boo Koo",48
"Yami Bakura","B/C/D POW/TEC","Hoshiningen",48
"Yami Bakura","B/C/D POW/TEC","Skelengel",48
"Yami Bakura","B/C/D POW/TEC","Leo Wizard",10
"Yami Bakura","B/C/D POW/TEC","Binding Chain",44
"Yami Bakura","B/C/D POW/TEC","Mon Larvas",10
"Yami Bakura","B/C/D POW/TEC","Tenderness",44
"Yami Bakura","B/C/D POW/TEC","Shining Friendship",44
"Yami Bakura","B/C/D POW/TEC","Lady of Faith",48
"Yami Bakura","B/C/D POW/TEC","Ancient Lizard Warrior",10
"Yami Bakura","B/C/D POW/TEC","Invisible Wire",32
"Pegasus","B/C/D POW/TEC","Hitotsu-me Giant",44
"Pegasus","B/C/D POW/TEC","Baby Dragon",40
"Pegasus","B/C/D POW/TEC","Blackland Fire Dragon",44
"Pegasus","B/C/D POW/TEC","Right Arm of the Forbidden One",12
"Pegasus","B/C/D POW/TEC","The Wicked Worm Beast",44
"Pegasus","B/C/D POW/TEC","Mountain Warrior",40
"Pegasus","B/C/D POW/TEC","Dragon Piper",80
"Pegasus","B/C/D POW/TEC","Oscillo Hero #2",80
"Pegasus","B/C/D POW/TEC","Torike",38
"Pegasus","B/C/D POW/TEC","Wolf",38
"Pegasus","B/C/D POW/TEC","Silver Fang",38
"Pegasus","B/C/D POW/TEC","Dark Gray",38
"Pegasus","B/C/D POW/TEC","Spirit of the Books",12
"Pegasus","B/C/D POW/TEC","Sleeping Lion",40
"Pegasus","B/C/D POW/TEC","Yamatano Dragon Scroll",38
"Pegasus","B/C/D POW/TEC","Larvas",38
"Pegasus","B/C/D POW/TEC","Dig Beak",38
"Pegasus","B/C/D POW/TEC","Fiend Refrection #2",40
"Pegasus","B/C/D POW/TEC","Gate Deeg",38
"Pegasus","B/C/D POW/TEC","Synchar",38
"Pegasus","B/C/D POW/TEC","Fusionist",38
"Pegasus","B/C/D POW/TEC","Petit Dragon",38
"Pegasus","B/C/D POW/TEC","Frenzied Panda",40
"Pegasus","B/C/D POW/TEC","Air Marmot of Nefariousness",38
"Pegasus","B/C/D POW/TEC","Droll Bird",38
"Pegasus","B/C/D POW/TEC","Meotoko",38
"Pegasus","B/C/D POW/TEC","Solitude",38
"Pegasus","B/C/D POW/TEC","One Who Hunts Souls",40
"Pegasus","B/C/D POW/TEC","Master & Expert",40
"Pegasus","B/C/D POW/TEC","Prevent Rat",38
"Pegasus","B/C/D POW/TEC","Mavelus",38
"Pegasus","B/C/D POW/TEC","Mystical Sheep #2",38
"Pegasus","B/C/D POW/TEC","One-eyed Shield Dragon",38
"Pegasus","B/C/D POW/TEC","Wicked Dragon with the Ersatz Head",38
"Pegasus","B/C/D POW/TEC","Kurama",38
"Pegasus","B/C/D POW/TEC","Dragon Treasure",32
"Pegasus","B/C/D POW/TEC","Machine Conversion Factory",32
"Pegasus","B/C/D POW/TEC","Forest",64
"Pegasus","B/C/D POW/TEC","Umi",64
"Pegasus","B/C/D POW/TEC","Tatsunootoshigo",12
"Pegasus","B/C/D POW/TEC","Burglar",38
"Pegasus","B/C/D POW/TEC","Wilmee",38
"Pegasus","B/C/D POW/TEC","Milus Radiant",38
"Pegasus","B/C/D POW/TEC","Niwatori",38
"Pegasus","B/C/D POW/TEC","Winged Dragon #2",38
"Pegasus","B/C/D POW/TEC","Fiend Refrection #1",12
"Pegasus","B/C/D POW/TEC","Little Chimera",38
"Pegasus","B/C/D POW/TEC","Obese Marmot of Nefariousness",38
"Pegasus","B/C/D POW/TEC","Armored Rat",38
"Pegasus","B/C/D POW/TEC","Mystical Sheep #1",38
"Pegasus","B/C/D POW/TEC","Magical Labyrinth",32
"Pegasus","B/C/D POW/TEC","Acid Trap Hole",64
"Isis","B/C/D POW/TEC","Baby Dragon",64
"Isis","B/C/D POW/TEC","Blackland Fire Dragon",64
"Isis","B/C/D POW/TEC","Left Arm of the Forbidden One",10
"Isis","B/C/D POW/TEC","Yamatano Dragon Scroll",64
"Isis","B/C/D POW/TEC","Toad Master",64
"Isis","B/C/D POW/TEC","The Melting Red Shadow",64
"Isis","B/C/D POW/TEC","Monsturtle",64
"Isis","B/C/D POW/TEC","Turtle Tiger",64
"Isis","B/C/D POW/TEC","Arma Knight",64
"Isis","B/C/D POW/TEC","Penguin Knight",64
"Isis","B/C/D POW/TEC","Petit Dragon",64
"Isis","B/C/D POW/TEC","Dorover",58
"Isis","B/C/D POW/TEC","Twin Long Rods #1",58
"Isis","B/C/D POW/TEC","Hitodenchak",58
"Isis","B/C/D POW/TEC","Water Element",58
"Isis","B/C/D POW/TEC","Root Water",58
"Isis","B/C/D POW/TEC","Water Omotics",10
"Isis","B/C/D POW/TEC","Enchanting Mermaid",58
"Isis","B/C/D POW/TEC","Beastking of the Swamps",58
"Isis","B/C/D POW/TEC","The Furious Sea King",58
"Isis","B/C/D POW/TEC","Wetha",58
"Isis","B/C/D POW/TEC","Change Slime",58
"Isis","B/C/D POW/TEC","Psychic Kappa",58
"Isis","B/C/D POW/TEC","One-eyed Shield Dragon",58
"Isis","B/C/D POW/TEC","Wicked Dragon with the Ersatz Head",58
"Isis","B/C/D POW/TEC","Elf's Light",32
"Isis","B/C/D POW/TEC","Dragon Treasure",32
"Isis","B/C/D POW/TEC","Wasteland",32
"Isis","B/C/D POW/TEC","Umi",32
"Isis","B/C/D POW/TEC","Zone Eater",58
"Isis","B/C/D POW/TEC","Water Magician",88
"Isis","B/C/D POW/TEC","Ice Water",88
"Isis","B/C/D POW/TEC","Spike Seadra",10
"Isis","B/C/D POW/TEC","Destroyer Golem",10
"Isis","B/C/D POW/TEC","Minomushi Warrior",10
"Isis","B/C/D POW/TEC","Sand Stone",10
"Isis","B/C/D POW/TEC","Eldeen",48
"Isis","B/C/D POW/TEC","Behegon",48
"Isis","B/C/D POW/TEC","Armored Starfish",46
"Isis","B/C/D POW/TEC","Succubus Knight",10
"Isis","B/C/D POW/TEC","Hibikime",48
"Isis","B/C/D POW/TEC","Widespread Ruin",32
"Kaiba","B/C/D POW/TEC","Hitotsu-me Giant",174
"Kaiba","B/C/D POW/TEC","Baby Dragon",86
"Kaiba","B/C/D POW/TEC","Ryu-kishin",174
"Kaiba","B/C/D POW/TEC","Blackland Fire Dragon",86
"Kaiba","B/C/D POW/TEC","Right Arm of the Forbidden One",12
"Kaiba","B/C/D POW/TEC","The Wicked Worm Beast",174
"Kaiba","B/C/D POW/TEC","Saggi the Dark Clown",174
"Kaiba","B/C/D POW/TEC","Kojikocy",12
"Kaiba","B/C/D POW/TEC","Grappler",174
"Kaiba","B/C/D POW/TEC","Spirit of the Books",12
"Kaiba","B/C/D POW/TEC","Yamatano Dragon Scroll",84
"Kaiba","B/C/D POW/TEC","LaMoon",13
"Kaiba","B/C/D POW/TEC","Rhaimundos of the Red Sword",13
"Kaiba","B/C/D POW/TEC","Lisark",13
"Kaiba","B/C/D POW/TEC","Petit Dragon",84
"Kaiba","B/C/D POW/TEC","Dryad",13
"Kaiba","B/C/D POW/TEC","Water Omotics",13
"Kaiba","B/C/D POW/TEC","Ground Attacker Bugroth",13
"Kaiba","B/C/D POW/TEC","Mystic Clown",13
"Kaiba","B/C/D POW/TEC","Ogre of the Black Shadow",13
"Kaiba","B/C/D POW/TEC","One-eyed Shield Dragon",84
"Kaiba","B/C/D POW/TEC","Cyber Soldier of Darkworld",13
"Kaiba","B/C/D POW/TEC","Wicked Dragon with the Ersatz Head",84
"Kaiba","B/C/D POW/TEC","Sword of Dark Destruction",48
"Kaiba","B/C/D POW/TEC","Dragon Capture Jar",48
"Kaiba","B/C/D POW/TEC","Sogen",84
"Kaiba","B/C/D POW/TEC","Tatsunootoshigo",13
"Kaiba","B/C/D POW/TEC","Golgoil",13
"Kaiba","B/C/D POW/TEC","Spike Seadra",13
"Kaiba","B/C/D POW/TEC","Destroyer Golem",13
"Kaiba","B/C/D POW/TEC","Minomushi Warrior",13
"Kaiba","B/C/D POW/TEC","Morinphen",13
"Kaiba","B/C/D POW/TEC","Sand Stone",13
"Kaiba","B/C/D POW/TEC","Leo Wizard",13
